step,train_loss,val_loss,lr,tokens,wall_clock
10,1.4193750619888306,1.5192878603935243,0.000165,20480,10
20,1.531859278678894,1.497671413421631,0.0003,40960,20
30,1.3660545349121094,1.5105687141418458,0.0002979490466566481,61440,30
40,1.5559147596359253,1.5273225963115693,0.00029185850380609757,81920,40
50,1.4691877365112305,1.5196057438850403,0.0002819134295108992,102400,50
60,1.4899394512176514,1.502698677778244,0.000268415999821062,122880,60
70,1.3111003637313843,1.5095386803150177,0.0002517763273076828,143360,70
80,1.4649250507354736,1.5567795157432556,0.00023249999999999999,163840,80
90,1.4846340417861938,1.5455531299114227,0.00021117271934896527,184320,90
100,1.4019060134887695,1.536538952589035,0.0001884425039850356,204800,100
110,1.5882670879364014,1.5575173258781434,0.000165,225280,110
120,1.52439284324646,1.542816823720932,0.0001415574960149644,245760,120
130,1.53095281124115,1.532036030292511,0.00011882728065103471,266240,130
140,1.5952516794204712,1.538253116607666,9.750000000000003e-05,286720,140
150,1.4148491621017456,1.5575312495231628,7.822367269231717e-05,307200,150
160,1.5101029872894287,1.5242679357528686,6.158400017893799e-05,327680,160
170,1.3592991828918457,1.5079452276229859,4.808657048910077e-05,348160,170
180,1.6669862270355225,1.5110188961029052,3.814149619390237e-05,368640,180
190,1.533833622932434,1.527493518590927,3.205095334335192e-05,389120,190
200,1.6982495784759521,1.532445603609085,2.9999999999999997e-05,409600,200
